Icd;lab_pat;DescrIntervento;CodInterv;Filler
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;LISI LAPAROSCOPICA DI ADESIONI DI TESSUTO PERIRENALE O PERIURETRALE;5903;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;MEATOPLASTICA URETRALE;5847;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;NEFRECTOMIA PARZIALE (SENZA URETERECTOMIA);554;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;NEFROSTOMIA CHIRURGICA;5502;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;NEFROURETERECTOMIA;5551;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;PIELOPLASTICHE;5587;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;PIELOSTOMIA CHIRURGICA E PIELOSTOMIA PERCUTANEA;5512;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
75321;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETEROPELVICA;URETEROTOMIA ENDOSCOPICA;5681;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRA CHIRURGIA PLASTICA VESCICALE SOSPENSIONE VESCICALE NON CLASSIFICATA ALTROVE;5789;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRA RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA;5749;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRA RIPARAZIONE DELL'URETERE;5689;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRI INTERVENTI SULLA VESCICA;5799;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRI INTERVENTI SULL'APPARATO URINARIO;5999;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ALTRI INTERVENTI SULL'URETERE;5699;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;CISTOSCOPIA (TRANSURETRALE) CON BIOPSIA;5733;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;CISTOSTOMIA E CISTOLITOTOMIA SOVRAPUBICA;5718;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;COLPOSOSPENSIONE PARAURETRALE;596;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;CREAZIONE DI CISTOSTOMIA SOVRAPUBICA PERMANENTE;5721;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;DILATAZIONE DELLA PAPILLA URETERALE;5691;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;DILATAZIONE URETRALE;586;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;ESTRAZIONE ENDOSCOPICA DALL'URETERE E PELVI RENALE DI: COAGULO DI SANGUE, CALCOLO, CORPO ESTRANEO;560;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;MEATOPLASTICA URETRALE;5847;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;MEATOTOMIA URETRALE;581;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;NEFRECTOMIA PARZIALE (SENZA URETERECTOMIA);554;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;NEFROSTOMIA CHIRURGICA;5502;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;NEFROURETERECTOMIA;5551;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;PIELOPLASTICHE;5587;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;REVISIONE DI URETEROCUTANEOSTOMIA;5662;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;RICOSTRUZIONE DI VESCICA ESTROFICA;5786;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;SUTURA DI URETEROSTOMIA;5683;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETERECTOMIA TOTALE;5642;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETEROCUTANEOSTOMIA;5661;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETEROSCOPIA;5631;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETEROTOMIA;562;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETEROTOMIA ENDOSCOPICA;5681;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETERO-TRANS-URETEROANASTOMOSI;5675;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETROSCOPIA;5822;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETROTOMIA;580;
75322;OSTRUZIONE CONGENITA DELLA GIUNZIONE URETERO-VESCICALE;URETROTOMIA ENDOSCOPICA;585;
75323;URETEROCELE CONGENITO;ALTRA RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA;5749;
75323;URETEROCELE CONGENITO;ALTRA RIPARAZIONE DELL'URETERE;5689;
75323;URETEROCELE CONGENITO;ALTRE PROCEDURE DIAGNOSTICHE SULL'URETERE;5639;
75323;URETEROCELE CONGENITO;ALTRI INTERVENTI SUL TESSUTO PERIRENALE O PERIVESCICALE;5992;
75323;URETEROCELE CONGENITO;ALTRI INTERVENTI SULL'URETERE;5699;
75323;URETEROCELE CONGENITO;ANASTOMOSI RENO-PIELO-URETERALI;5586;
75323;URETEROCELE CONGENITO;ASPIRAZIONE PERCUTANEA RENALE;5592;
75323;URETEROCELE CONGENITO;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
75323;URETEROCELE CONGENITO;CISTOURETROPLASTICA E CHIRURGIA PLASTICA DEL COLLO VESCICALE;5785;
75323;URETEROCELE CONGENITO;DILATAZIONE DELLA PAPILLA URETERALE;5691;
75323;URETEROCELE CONGENITO;LISI TRANSURETRALE DI ADERENZE INTRALUMINALI;5741;
75323;URETEROCELE CONGENITO;NEFRECTOMIA PARZIALE (SENZA URETERECTOMIA);554;
75323;URETEROCELE CONGENITO;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
75323;URETEROCELE CONGENITO;NEFROURETERECTOMIA;5551;
75323;URETEROCELE CONGENITO;NEOVESCICA CONTINENTE ED AMPLIAMENTO VESCICALE;5787;
75323;URETEROCELE CONGENITO;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
75323;URETEROCELE CONGENITO;REVISIONE DI URETEROCUTANEOSTOMIA;5662;
75323;URETEROCELE CONGENITO;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
75323;URETEROCELE CONGENITO;URETERECTOMIA TOTALE;5642;
75323;URETEROCELE CONGENITO;URETERECTOMIA, SAI;5640;
75323;URETEROCELE CONGENITO;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
75323;URETEROCELE CONGENITO;URETEROTOMIA;562;
75323;URETEROCELE CONGENITO;URETEROTOMIA ENDOSCOPICA;5681;
75323;URETEROCELE CONGENITO;URETROSCOPIA;5822;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;ALTRA LISI DI ADESIONI PERIRENALI O PERIURETRALI;5902;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;ALTRA RIPARAZIONE DELL'URETERE;5689;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;ALTRI INTERVENTI SULL'URETERE;5699;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;ANASTOMOSI RENO-PIELO-URETERALI;5586;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;CISTOSCOPIA ATTRAVERSO STOMA ARTIFICIALE;5731;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;CISTOSTOMIA E CISTOLITOTOMIA SOVRAPUBICA;5718;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;CISTOSTOMIA PERCUTANEA;5717;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;DILATAZIONE DELLA PAPILLA URETERALE;5691;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;ESTRAZIONE ENDOSCOPICA DALL'URETERE E PELVI RENALE DI: COAGULO DI SANGUE, CALCOLO, CORPO ESTRANEO;560;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;MEATOPLASTICA URETRALE;5847;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;MEATOTOMIA URETRALE;581;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;NEFROSTOMIA CHIRURGICA;5502;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;NEFROURETERECTOMIA;5551;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;NEOVESCICA CONTINENTE ED AMPLIAMENTO VESCICALE;5787;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;PIELECTOMIA O PIELOLITOTOMIA;5511;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;PIELOPLASTICHE;5587;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;RIPARAZIONE DI PEDUNCOLO RENALE;5584;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;URETEROCUTANEOSTOMIA;5661;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
75329;ALTRI DIFETTI OSTRUTTIVI DELLA PELVI RENALE E DELL'URETERE;URETEROTOMIA;562;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ALTRA ANASTOMOSI O BYPASS DELL'URETERE;5679;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ALTRA CHIRURGIA VESCICALE A CIELO APERTO;5759;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ALTRA RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA;5749;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ALTRA RIPARAZIONE DELL'URETERE;5689;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ALTRI INTERVENTI SULL'URETERE;5699;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ANASTOMOSI RENO-PIELO-URETERALI;5586;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;CISTOSCOPIA (TRANSURETRALE) CON BIOPSIA;5733;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;CISTOSCOPIA ATTRAVERSO STOMA ARTIFICIALE;5731;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;CISTOURETROPLASTICA E CHIRURGIA PLASTICA DEL COLLO VESCICALE;5785;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;DILATAZIONE URETRALE;586;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;ESTRAZIONE ENDOSCOPICA DALL'URETERE E PELVI RENALE DI: COAGULO DI SANGUE, CALCOLO, CORPO ESTRANEO;560;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;MEATOPLASTICA URETRALE;5847;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;MEATOTOMIA URETRALE;581;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;NEFRECTOMIA PARZIALE (SENZA URETERECTOMIA);554;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;NEFROURETERECTOMIA;5551;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;REVISIONE DI CISTOSTOMIA;5722;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;RICOSTRUZIONE DI VESCICA ESTROFICA;5786;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;URETEROSCOPIA;5631;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;URETEROTOMIA ENDOSCOPICA;5681;
7533;ALTRE ANOMALIE SPECIFICATE DEL RENE;URETERO-TRANS-URETEROANASTOMOSI;5675;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;ALTRA CHIRURGIA VESCICALE A CIELO APERTO;5759;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;ALTRA RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA;5749;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;ALTRA RIPARAZIONE DELL'URETERE;5689;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;ALTRI INTERVENTI SULL'URETERE;5699;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;ASPIRAZIONE PERCUTANEA RENALE;5592;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;CISTOURETROPLASTICA E CHIRURGIA PLASTICA DEL COLLO VESCICALE;5785;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;NEFRECTOMIA PARZIALE (SENZA URETERECTOMIA);554;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;NEFROSTOMIA CHIRURGICA;5502;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;NEFROURETERECTOMIA;5551;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;PAPILLOTOMIA O MEATOTOMIA URETERALE (ENDOSCOPICA E NON);561;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;PIELOPLASTICHE;5587;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;SUTURA DI URETEROSTOMIA;5683;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETERECTOMIA PARZIALE O SEGMENTARIA;5641;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETERECTOMIA TOTALE;5642;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETEROTOMIA;562;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETEROTOMIA ENDOSCOPICA;5681;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETERO-TRANS-URETEROANASTOMOSI;5675;
7534;ALTRE ANOMALIE SPECIFICATE DELL'URETERE;URETROSCOPIA;5822;
7535;ESTROFIA DELLA VESCICA URINARIA;ALTRA CHIRURGIA PLASTICA VESCICALE SOSPENSIONE VESCICALE NON CLASSIFICATA ALTROVE;5789;
7535;ESTROFIA DELLA VESCICA URINARIA;ALTRE RICOSTRUZIONI URETRALI;5846;
7535;ESTROFIA DELLA VESCICA URINARIA;CHIUSURA DI FISTOLA VESCICO-INTESTINALE;5783;
7535;ESTROFIA DELLA VESCICA URINARIA;CISTOURETROPLASTICA E CHIRURGIA PLASTICA DEL COLLO VESCICALE;5785;
7535;ESTROFIA DELLA VESCICA URINARIA;NEFROSTOMIA CHIRURGICA;5502;
7535;ESTROFIA DELLA VESCICA URINARIA;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
7535;ESTROFIA DELLA VESCICA URINARIA;NEOVESCICA CONTINENTE ED AMPLIAMENTO VESCICALE;5787;
7535;ESTROFIA DELLA VESCICA URINARIA;RICOSTRUZIONE DI VESCICA ESTROFICA;5786;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL'URETRA;5839;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ALTRA RESEZIONE TRANSURETRALE DI LESIONE VESCICALE O NEOPLASIA;5749;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ALTRA RIPARAZIONE DELL'URETERE;5689;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ALTRI INTERVENTI SULL'URETERE;5699;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ALTRI INTERVENTI SULL'URETRA E SUL TESSUTO PERIURETRALE;5899;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CHIUSURA DI CISTOSTOMIA;5782;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CISTECTOMIA PARZIALE;576;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CISTOSCOPIA (TRANSURETRALE) CON BIOPSIA;5733;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CISTOSCOPIA ATTRAVERSO STOMA ARTIFICIALE;5731;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CISTOSTOMIA E CISTOLITOTOMIA SOVRAPUBICA;5718;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;CREAZIONE DI CISTOSTOMIA SOVRAPUBICA PERMANENTE;5721;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;DILATAZIONE DELLA PAPILLA URETERALE;5691;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;DILATAZIONE URETRALE;586;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;IMPIANTO PER INIEZIONE NELL'URETRA E/O NEL COLLO VESCICALE;5972;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;MEATOPLASTICA URETRALE;5847;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;MEATOTOMIA URETRALE;581;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;NEOVESCICA CONTINENTE ED AMPLIAMENTO VESCICALE;5787;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;PIELOPLASTICHE;5587;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETEROCUTANEOSTOMIA;5661;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETERO-NEOCISTOSTOMIA DIRETTA, CON PLASTICA ANTIREFLUSSO O CON FLAP VESCICALE;5674;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETEROSCOPIA;5631;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETROSCOPIA;5822;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETROTOMIA;580;
7536;ATRESIA E STENOSI DELL'URETRA E DEL COLLO VESCICALE;URETROTOMIA ENDOSCOPICA;585;
7537;ANOMALIE DELL'URACO;ALTRA ERNIORRAFIA OMBELICALE;5349;
7537;ANOMALIE DELL'URACO;ASPORTAZIONE DELL'URACO;5751;
7537;ANOMALIE DELL'URACO;ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DI PARETE ADDOMINALE O DELL'OMBELICO;543;
7537;ANOMALIE DELL'URACO;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL'URETRA;5839;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;ALTRA RIPARAZIONE URETRALE;5849;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;ALTRI INTERVENTI SULLA VESCICA;5799;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO DELL'URETRA;5831;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;CHIUSURA DI FISTOLA URETRALE;5843;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;CISTOSTOMIA E CISTOLITOTOMIA SOVRAPUBICA;5718;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;CISTOURETROPLASTICA E CHIRURGIA PLASTICA DEL COLLO VESCICALE;5785;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;INTERVENTI SUL CLITORIDE;714;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;MEATOPLASTICA URETRALE;5847;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;PIELOPLASTICHE;5587;
7538;ALTRE ANOMALIE SPECIFICATE DELLA VESCICA E DELL'URETRA;URETROTOMIA ENDOSCOPICA;585;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;ALTRI INTERVENTI SULL'URETERE;5699;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;ANASTOMOSI RENO-PIELO-URETERALI;5586;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;CISTOSTOMIA E CISTOLITOTOMIA SOVRAPUBICA;5718;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;CISTOSTOMIA PERCUTANEA;5717;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;NEFROSTOMIA PERCUTANEA SENZA FRAMMENTAZIONE;5503;
7539;ANOMALIE NON SPECIFICATE DEL SISTEMA URINARIO;RIMOZIONE DI TAMPONE ED EMOSTASI VESCICALE POSTCHIRURGICA;5793;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRA CRANIOTOMIA;0124;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRA ORBITOTOMIA;1609;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRA RIPARAZIONE PLASTICA DELLA BOCCA;2759;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRA TRACHEOSTOMIA PERMANENTE;3129;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRA TURBINECTOMIA;2169;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRI INTERVENTI SULLE OSSA E ARTICOLAZIONI FACCIALI;7699;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ALTRI TIPI DI OSTEOPLASTICA DEL CRANIO;0206;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ASPORTAZIONE O DEMOLIZIONE DI ALTRA LESIONE DELL'ORECCHIO ESTERNO;1829;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;ASPORTAZIONE O DEMOLIZIONE LOCALE DI ALTRA LESIONE DEL NASO;2132;
