Icd;lab_pat;DescrIntervento;CodInterv;Filler
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;CHIUSURA DI ALTRA FISTOLA DELLA TRACHEA;3173;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;CORREZIONE DI PALATOSCHISI;2762;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;FASCIOTOMIA;8314;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;GENGIVOPLASTICA;242;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;INCISIONE DEL PALATO;271;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE IN SEDE NON SPECIFICATA;8040;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;INNESTO DI MUSCOLI O FASCE;8382;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;OFTALMOSCOPIA;1621;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;OSTEOPLASTICA SEGMENTARIA (OSTEOTOMIA) DELLA MASCELLA;7665;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;OTOSCOPIA;1811;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;REVISIONE DI RINOPLASTICA;2184;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;RIMOZIONE DI TUBO TIMPANOSTOMICO;201;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;RINOPLASTICA PARZIALE;2186;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;RINOSCOPIA;2121;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;RIPARAZIONE DI SCHISI DEL LABBRO;2754;
7540;MALFORMAZIONI CONGENITE  DEL CRANIO, DELLA FACCIA E DELLA MASCELLA;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;ALTRA SEZIONE DEL FEMORE;7735;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;FISSAZIONE INTERNA DEL FEMORE SENZA RIDUZIONE DI FRATTURA;7855;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;FISSAZIONE INTERNA DI TIBIA E FIBULA SENZA RIDUZIONE DI FRATTURA;7857;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;MESSA A PUNTO DI APPARECCHIO ORTESICO;9323;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;RIDUZIONE CRUENTA DI LUSSAZIONE DELL'ANCA;7985;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;RIDUZIONE INCRUENTA DI LUSSAZIONE DELL'ANCA;7975;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;RIDUZIONE INCRUENTA DI LUSSAZIONE IN ALTRA SEDE SPECIFICATA;7979;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;Rifusione lombare e lombosacrale, con approccio posteriore;8138;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;RIMOZIONE DI DISPOSITIVO IMPIANTATO DAL FEMORE;7865;
75430;LUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;TENOTOMIA DELL'ADDUTTORE DELL'ANCA;8312;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;ALTRA INCISIONE DEL FEMORE SENZA SEZIONE;7715;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;ALTRE PROCEDURE DIAGNOSTICHE SULLE STRUTTURE ARTICOLARI;8198;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;ARTROSCOPIA DELL'ANCA;8025;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;INIEZIONE DI SOSTANZE TERAPEUTICHE NELL'ARTICOLAZIONE O NEL LEGAMENTO;8192;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;MESSA A PUNTO DI APPARECCHIO ORTESICO;9323;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;RESEZIONE CUNEIFORME DEL FEMORE;7725;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;RIDUZIONE CRUENTA DI LUSSAZIONE DELL'ANCA;7985;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;RIDUZIONE INCRUENTA DI LUSSAZIONE DELL'ANCA;7975;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;SUTURA DELLA CAPSULA O DEL LEGAMENTO IN ALTRA PARTE DELL'ARTO INTERIORE;8195;
75431;LUSSAZIONE CONGENITA DELL'ANCA, BILATERALE;TENOTOMIA DELL'ADDUTTORE DELL'ANCA;8312;
75432;SUBLUSSAZIONE CONGENITA DELL'ANCA, UNILATERALE;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75435;LUSSAZIONE CONGENITA DI UN'ANCA CON SUBLUSSAZIONE DELL'ALTRA;RIDUZIONE INCRUENTA DI LUSSAZIONE DELL'ANCA;7975;
75440;GENU RECURVATUM;RIDUZIONE CRUENTA DI LUSSAZIONE DEL GINOCCHIO;7986;
75441;LUSSAZIONE CONGENITA DEL GINOCCHIO (CON GENU RECURVATUM);FISSAZIONE INTERNA DEL FEMORE SENZA RIDUZIONE DI FRATTURA;7855;
75441;LUSSAZIONE CONGENITA DEL GINOCCHIO (CON GENU RECURVATUM);FISSAZIONE INTERNA DI TIBIA E FIBULA SENZA RIDUZIONE DI FRATTURA;7857;
75441;LUSSAZIONE CONGENITA DEL GINOCCHIO (CON GENU RECURVATUM);RIDUZIONE CRUENTA DI LUSSAZIONE DEL GINOCCHIO;7986;
75441;LUSSAZIONE CONGENITA DEL GINOCCHIO (CON GENU RECURVATUM);RIDUZIONE INCRUENTA DI LUSSAZIONE DEL GINOCCHIO;7976;
75441;LUSSAZIONE CONGENITA DEL GINOCCHIO (CON GENU RECURVATUM);TENOTOMIA DELL'ACHILLEO;8311;
75442;CURVATURA CONGENITA DEL FEMORE;ALTRE PROCEDURE DIAGNOSTICHE SULLE STRUTTURE ARTICOLARI;8198;
75443;CURVATURA CONGENITA DI TIBIA E FIBULA;CORREZIONE DI PIEDE TORTO, NON CLASSIFICATO ALTROVE;8384;
75443;CURVATURA CONGENITA DI TIBIA E FIBULA;TENOTOMIA DELL'ACHILLEO;8311;
75450;PIEDE TALO VALGO;ALTRA SUTURA DI TENDINI;8364;
75450;PIEDE TALO VALGO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;
75450;PIEDE TALO VALGO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75450;PIEDE TALO VALGO;ALTRI INTERVENTI DI RIPARAZIONE O PLASTICA SU TARSO E METATARSO;7848;
75450;PIEDE TALO VALGO;AVANZAMENTO DI TENDINI;8371;
75450;PIEDE TALO VALGO;CORREZIONE DI PIEDE TORTO, NON CLASSIFICATO ALTROVE;8384;
75450;PIEDE TALO VALGO;INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE DELLA CAVIGLIA;8047;
75450;PIEDE TALO VALGO;LISI DI ADERENZE DI MUSCOLI, TENDINI, FASCE E BORSE;8391;
75450;PIEDE TALO VALGO;TENOTOMIA DELL'ACHILLEO;8311;
75451;PIEDE TALO EQUINO;ALTRA SUTURA DI TENDINI;8364;
75451;PIEDE TALO EQUINO;ALTRA TENOTOMIA;8313;
75451;PIEDE TALO EQUINO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;
75451;PIEDE TALO EQUINO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75451;PIEDE TALO EQUINO;ALTRI INTERVENTI DI RIPARAZIONE O PLASTICA SU TARSO E METATARSO;7848;
75451;PIEDE TALO EQUINO;AVANZAMENTO DI TENDINI;8371;
75451;PIEDE TALO EQUINO;CORREZIONE DI PIEDE TORTO, NON CLASSIFICATO ALTROVE;8384;
75451;PIEDE TALO EQUINO;INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE DELLA CAVIGLIA;8047;
75451;PIEDE TALO EQUINO;LISI DI ADERENZE DI MUSCOLI, TENDINI, FASCE E BORSE;8391;
75451;PIEDE TALO EQUINO;TENOTOMIA DELL'ACHILLEO;8311;
75453;METATARSO VARO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75453;METATARSO VARO;TENOTOMIA DELL'ACHILLEO;8311;
75460;PIEDE TALO VALGO;ALTRA TENOTOMIA;8313;
75460;PIEDE TALO VALGO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75460;PIEDE TALO VALGO;AMPUTAZIONE DI DITA DEL PIEDE;8411;
75460;PIEDE TALO VALGO;CORREZIONE DI PIEDE TORTO, NON CLASSIFICATO ALTROVE;8384;
75460;PIEDE TALO VALGO;TENOTOMIA DELL'ACHILLEO;8311;
75460;PIEDE TALO VALGO;VAGOTOMIA, SAI;4400;
75461;PIEDE PIATTO CONGENITO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;
75462;PIEDE TALO CALCANEO VALGO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DEL PIEDE E DEL LE DITA DEL PIEDE;8098;
75462;PIEDE TALO CALCANEO VALGO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DELLA CAVIGLIA;8097;
75462;PIEDE TALO CALCANEO VALGO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;
75462;PIEDE TALO CALCANEO VALGO;FASCIOTOMIA;8314;
75462;PIEDE TALO CALCANEO VALGO;RIMOZIONE DI DISPOSITIVO IMPIANTATO DA TARSO E METATARSO;7868;
75462;PIEDE TALO CALCANEO VALGO;TENOTOMIA DELL'ACHILLEO;8311;
75469;ALTRA MALFORMAZIONI DEL PIEDE IN VALGISMO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75469;ALTRA MALFORMAZIONI DEL PIEDE IN VALGISMO;TENOTOMIA DELL'ACHILLEO;8311;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ARTROTOMIA DEL PIEDE E DELLE DITA DEL PIEDE;8018;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ARTROTOMIA DELLA CAVIGLIA;8017;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DEL PIEDE E DEL LE DITA DEL PIEDE;8098;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DELLA CAVIGLIA;8097;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE IN SEDE NON SPECIFICATA;8090;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ASPORTAZIONE DI TESSUTI MOLLI;8349;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA OSTEOTOMIA PARZIALE IN SEDE NON SPECIFICATA;7780;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA SEZIONE DEL TARSO E METATARSO;7738;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRA TENDINECTOMIA;8342;
75470;PIEDE TORTO NON SPECIFICATO;ALTRA TENOTOMIA;8313;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;S
75470;PIEDE TORTO NON SPECIFICATO;ALTRI INTERVENTI DI RIPARAZIONE O PLASTICA SU TARSO E METATARSO;7848;S
75470;PIEDE TORTO NON SPECIFICATO;AMPUTAZIONE DI DITA DEL PIEDE;8411;S
75470;PIEDE TORTO NON SPECIFICATO;CORREZIONE DI PIEDE TORTO, NON CLASSIFICATO ALTROVE;8384;S
75470;PIEDE TORTO NON SPECIFICATO;FASCIOTOMIA;8314;
75470;PIEDE TORTO NON SPECIFICATO;FISSAZIONE INTERNA DI TARSO E METATARSO SENZA RIDUZIONE DI FRATTURA;7858;S
75470;PIEDE TORTO NON SPECIFICATO;FUSIONE SOTTOASTRAGALICA;8113;
75470;PIEDE TORTO NON SPECIFICATO;INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE DEL PIEDE E DELLE DITA DEL PIEDE;8048;S
75470;PIEDE TORTO NON SPECIFICATO;REINSERZIONE DI TENDINI;8373;
75470;PIEDE TORTO NON SPECIFICATO;RIDUZIONE INCRUENTA DI FRATTURA DI TARSO E METATARSO SENZA FISSAZIONE INTERNA;7907;
75470;PIEDE TORTO NON SPECIFICATO;RIMOZIONE DI DISPOSITIVO IMPIANTATO DA TARSO E METATARSO;7868;S
75470;PIEDE TORTO NON SPECIFICATO;TENOTOMIA DELL'ACHILLEO;8311;S
75470;PIEDE TORTO NON SPECIFICATO;TENOTOMIA DELL'ADDUTTORE DELL'ANCA;8312;
75471;PIEDE TALO CAVO;TENOTOMIA DELL'ACHILLEO;8311;
75479;ALTRE MALFORMAZIONI DEL PIEDE NON SPECIFICATE;ALTRI INTERVENTI DI PLASTICA SUI TENDINI;8388;
75479;ALTRE MALFORMAZIONI DEL PIEDE NON SPECIFICATE;TENOTOMIA DELL'ACHILLEO;8311;
7550;POLIDATTILIA;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
7550;POLIDATTILIA;AMPUTAZIONE E DISARTICOLAZIONE DI DITA DELLA MANO;8401;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DEL PIEDE E DEL LE DITA DEL PIEDE;8098;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8094;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA ASPORTAZIONE DI TESSUTI MOLLI;8349;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8084;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRA INCISIONE DEI TESSUTI MOLLI;8309;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRI INTERVENTI SULL'APPARATO MUSCOLOSCHELETRICO;8499;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ALTRO INNESTO DI CUTE SULLA MANO;8662;
75500;POLIDATTILIA, DITA NON SPECIFICATE;AMPUTAZIONE A LIVELLO DELLA MANO;8403;
75500;POLIDATTILIA, DITA NON SPECIFICATE;AMPUTAZIONE DI DITA DEL PIEDE;8411;
75500;POLIDATTILIA, DITA NON SPECIFICATE;AMPUTAZIONE E DISARTICOLAZIONE DEL POLLICE;8402;
75500;POLIDATTILIA, DITA NON SPECIFICATE;AMPUTAZIONE E DISARTICOLAZIONE DI DITA DELLA MANO;8401;
75500;POLIDATTILIA, DITA NON SPECIFICATE;AMPUTAZIONE, SAI;8491;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ASPORTAZIONE DI ALTRE LESIONI DEI TESSUTI MOLLI DELLA MANO;8229;
75500;POLIDATTILIA, DITA NON SPECIFICATE;ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE;864;
75500;POLIDATTILIA, DITA NON SPECIFICATE;CORREZIONE DI CICATRICE O BRIGLIA RETRATTILE DELLA CUTE;8684;
75500;POLIDATTILIA, DITA NON SPECIFICATE;INCISIONE DI CAPSULA ARTICOLARE, LEGAMENTI O CARTILAGINE DEL PIEDE E DELLE DITA DEL PIEDE;8048;
75500;POLIDATTILIA, DITA NON SPECIFICATE;LEGATURA DI APPENDICE DERMICA;8626;
75500;POLIDATTILIA, DITA NON SPECIFICATE;LISI DI ALTRE SINECHIE ANTERIORI;1232;
75500;POLIDATTILIA, DITA NON SPECIFICATE;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75501;DI DITA DELLA MANO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8094;
75501;DI DITA DELLA MANO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8084;
75501;DI DITA DELLA MANO;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
75501;DI DITA DELLA MANO;ALTRA INCISIONE DEI TESSUTI MOLLI DELLA MANO;8209;
75501;DI DITA DELLA MANO;ALTRA TENOPLASTICA DELLA MANO;8286;
75501;DI DITA DELLA MANO;ALTRI CAMBIAMENTI DI LUNGHEZZA DI MUSCOLI E TENDINI;8385;
75501;DI DITA DELLA MANO;ALTRI INTERVENTI DI PLASTICA SULLA MANO;8289;
75501;DI DITA DELLA MANO;AMPUTAZIONE A LIVELLO DEL PIEDE;8412;
75501;DI DITA DELLA MANO;AMPUTAZIONE DI DITA DEL PIEDE;8411;
75501;DI DITA DELLA MANO;AMPUTAZIONE E DISARTICOLAZIONE DEL POLLICE;8402;
75501;DI DITA DELLA MANO;AMPUTAZIONE E DISARTICOLAZIONE DI DITA DELLA MANO;8401;
75501;DI DITA DELLA MANO;AMPUTAZIONE, SAI;8491;
75501;DI DITA DELLA MANO;ASPORTAZIONE DI ALTRE LESIONI DEI TESSUTI MOLLI DELLA MANO;8229;
75501;DI DITA DELLA MANO;ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE;864;
75501;DI DITA DELLA MANO;Chiusura di cute e tessuto sottocutaneo di altre sedi;8659;
75501;DI DITA DELLA MANO;CORREZIONE DI SINDATTILIA;8685;
75501;DI DITA DELLA MANO;INNESTO DI CUTE A TUTTO SPESSORE SULLA MANO;8661;
75501;DI DITA DELLA MANO;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75501;DI DITA DELLA MANO;SEQUESTRECTOMIA DI ALTRE OSSA, ESCLUSE QUELLE FACCIALI;7709;
75501;DI DITA DELLA MANO;TENOTOMIA DELLA MANO SEZIONE DI TENDINE DELLA MANO;8211;
75501;DI DITA DELLA MANO;TRASFERIMENTO DI DITA, AD ECCEZIONE DEL POLLICE;8281;
75501;DI DITA DELLA MANO;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
75501;POLIDATTILIA DI DITA DELLA MANO;LEGATURA DI APPENDICE DERMICA;8626;
75502;DI DITA DEL PIEDE;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DEL PIEDE E DEL LE DITA DEL PIEDE;8098;
75502;DI DITA DEL PIEDE;ALTRA ASPORTAZIONE DI TESSUTI MOLLI;8349;
75502;DI DITA DEL PIEDE;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
75502;DI DITA DEL PIEDE;AMPUTAZIONE A LIVELLO DEL PIEDE;8412;
75502;DI DITA DEL PIEDE;AMPUTAZIONE DI DITA DEL PIEDE;8411;
75502;DI DITA DEL PIEDE;ASPORTAZIONE DI LESIONE DEI MUSCOLI;8332;
75502;DI DITA DEL PIEDE;ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DI TARSO E METATARSO;7768;
75502;DI DITA DEL PIEDE;CORREZIONE DI SINDATTILIA;8685;
7551;SINDATTILIA;ALTRA ASPORTAZIONE, FUSIONE O RIPARAZIONE DI DITA;7758;
75510;DI SITI MULTIPLI E NON SPECIFICATI;AMPUTAZIONE DI DITA DEL PIEDE;8411;
75510;DI SITI MULTIPLI E NON SPECIFICATI;CORREZIONE DI SINDATTILIA;8685;
75510;DI SITI MULTIPLI E NON SPECIFICATI;INNESTO CUTANEO LIBERO, SAI;8660;
75510;DI SITI MULTIPLI E NON SPECIFICATI;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75510;DI SITI MULTIPLI E NON SPECIFICATI;TENOTOMIA DELL'ACHILLEO;8311;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;ALTRA ASPORTAZIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8094;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DELL'ARTICOLAZIONE DELLA MANO E DELLE DITA DELLA MANO;8084;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;ALTRO INNESTO DI CUTE SULLA MANO;8662;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;CORREZIONE DI SINDATTILIA;8685;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;INNESTO DI CUTE A TUTTO SPESSORE SULLA MANO;8661;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;INTERVENTO DI PLASTICA SULLA MANO CON ALTRO INNESTO O IMPIANTO;8279;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;RIMOZIONE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE;8623;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75511;DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;TRASFERIMENTO DI INNESTO PEDUNCOLATO A LEMBO IN ALTRE SEDI;8674;
75511;SINDATTILIA DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;Innesto di derma rigenerativo;8667;
75511;SINDATTILIA DI DITA DELLA MANO SENZA FUSIONE DELL'OSSO;SUTURA DELLA CAPSULA O DEI LEGAMENTI DELL'ARTO SUPERIORE;8193;
75512;DI DITA DELLA MANO CON FUSIONE DELL'OSSO;AVANZAMENTO DI LEMBO PEDUNCOLATO;8672;
75512;DI DITA DELLA MANO CON FUSIONE DELL'OSSO;CORREZIONE DI SINDATTILIA;8685;
75512;DI DITA DELLA MANO CON FUSIONE DELL'OSSO;FISSAZIONE INTERNA DI ALTRO OSSO, SENZA RIDUZIONE DI FRATTURA;7859;
75512;DI DITA DELLA MANO CON FUSIONE DELL'OSSO;INNESTO DI CUTE A TUTTO SPESSORE SULLA MANO;8661;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E SOTTOCUTANEO;863;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;AMPUTAZIONE, SAI;8491;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;CORREZIONE DI SINDATTILIA;8685;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;SEQUESTRECTOMIA DI ALTRE OSSA, ESCLUSE QUELLE FACCIALI;7709;
75513;DI DITA DEL PIEDE SENZA FUSIONE DELL'OSSO;TENOTOMIA DELL'ACHILLEO;8311;
75520;DIFETTO IN RIDUZIONE NON SPECIFICATA DELL'ARTO SUPERIORE;ALTRI INTERVENTI SU MUSCOLI, TENDINI E FASCE DELLA MANO;8299;
75520;DIFETTO IN RIDUZIONE NON SPECIFICATA DELL'ARTO SUPERIORE;CORREZIONE DI CICATRICE O BRIGLIA RETRATTILE DELLA CUTE;8684;
75520;DIFETTO IN RIDUZIONE NON SPECIFICATA DELL'ARTO SUPERIORE;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75520;DIFETTO IN RIDUZIONE NON SPECIFICATA DELL'ARTO SUPERIORE;TRASPOSIZIONE O TRAPIANTO DI MUSCOLI;8377;
75521;DIFETTO IN RIDUZIONE TRASVERSO DELL'ARTO SUPERIORE;CORREZIONE DI SINDATTILIA;8685;
75521;DIFETTO IN RIDUZIONE TRASVERSO DELL'ARTO SUPERIORE;Innesto di derma rigenerativo;8667;
75522;DIFETTO LONGITUDINALE DELL'ARTO SUPERIORE, NON CLASSIFICATO ALTROVE;ALTRI INTERVENTI DI PLASTICA SULLA MANO;8289;
75522;DIFETTO LONGITUDINALE DELL'ARTO SUPERIORE, NON CLASSIFICATO ALTROVE;APPLICAZIONE DI FISSATORE ESTERNO DI RADIO E ULNA;7813;
75522;DIFETTO LONGITUDINALE DELL'ARTO SUPERIORE, NON CLASSIFICATO ALTROVE;ARTROPLASTICA DELLA ARTICOLAZIONE CARPOCARPALE O CARPOMETACARPALE SENZA IMPIANTO;8175;
75528;DIFETTO LONGITUDINALE, CARPALE O METACARPALE, COMPLETO O PARZIALE (CON O SENZA DIFETTO INCOMPLETO DE;RIMOZIONE DI UNGHIA, MATRICE UNGUEALE O PLICA UNGUEALE;8623;
75529;DIFETTO LONGITUDINALE DELLE FALANGI, COMPLETO O PARZIALE;ALTRA TENOTOMIA;8313;
75529;DIFETTO LONGITUDINALE DELLE FALANGI, COMPLETO O PARZIALE;CORREZIONE DI SINDATTILIA;8685;
75529;DIFETTO LONGITUDINALE DELLE FALANGI, COMPLETO O PARZIALE;INNESTO OSSEO, SEDE NON SPECIFICATA;7800;
75529;DIFETTO LONGITUDINALE DELLE FALANGI, COMPLETO O PARZIALE;RIMOZIONE DI DISPOSITIVO IMPIANTATO DA TARSO E METATARSO;7868;
75529;DIFETTO LONGITUDINALE DELLE FALANGI, COMPLETO O PARZIALE;TENOTOMIA DELL'ACHILLEO;8311;
75530;DIFETTO IN RIDUZIONE DI MALFORMAZIONI DELL'ARTO INFERIORE, NON SPECIFICATO;CORREZIONE DI SINDATTILIA;8685;
75530;DIFETTO IN RIDUZIONE DI MALFORMAZIONI DELL'ARTO INFERIORE, NON SPECIFICATO;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
75538;DIFETTO LONGITUDINALE, DEL TARSO O METATARSO, COMPLETO O PARZIALE (CON O SENZA DIFETTO INCOMPLETO DELLE FALANGI);TENOTOMIA DELL'ACHILLEO;8311;
75539;DIFETTO LONGITUDINALE, DELLE FALANGI, COMPLETO O PARZIALE;ALTRA TENOTOMIA;8313;
75539;DIFETTO LONGITUDINALE, DELLE FALANGI, COMPLETO O PARZIALE;ASPORTAZIONE RADICALE DI LESIONE DELLA CUTE;864;
75539;DIFETTO LONGITUDINALE, DELLE FALANGI, COMPLETO O PARZIALE;AVANZAMENTO DI LEMBO PEDUNCOLATO;8672;
75539;DIFETTO LONGITUDINALE, DELLE FALANGI, COMPLETO O PARZIALE;RIPARAZIONE DI DIFETTI DELLA MANO;8282;
